,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
0,Aruba,ABW,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Africa Eastern and Southern,AFE,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.274320257518102,,,,,,,,,,18.578795844503396,18.5473850831758,18.6306848578851,19.0454792275865,19.2326199831392,19.2691874641543,18.456969289864197,18.1438958432407,18.4731620259838,18.5311712101504,19.347345010431198,,
2,Afghanistan,AFG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96759757507017,5.28345660398282,6.08796493020769,8.48175836103604,9.16975191915408,8.91679399595736,7.70780060287773,7.122773290208889,6.88210294277301,7.58538233129798,9.50265278288094,9.898450896884212,,,,
3,Africa Western and Central,AFW,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Angola,AGO,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2939716615223,28.7033821587261,29.246675723501703,15.5328118307446,17.1715799050331,18.0745661578982,17.1091178120826,23.385169992983,21.499160563565997,25.6501497407251,18.3610800814702,16.5999463532431,16.1034126819228,14.822719315510199,14.184763136916,13.5426301621262,11.002019136702302,9.73251223441606,9.22377745371825,9.64477845926873,9.38166156231052,,
5,Albania,ALB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6007883019966,8.86171524611875,9.90482978245117,14.568928581516,,,,16.484234978978602,17.1961499195146,17.9650868213491,,,,,,,18.0220121712647,17.483233819097098,16.5032748907978,18.301940989044102,18.5157960517393,17.5902283762095,18.8874860107451,18.5574753953261,18.2811349012497,,
6,Andorra,AND,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Arab World,ARB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34769634454054,5.54275317913571,,,,,,
8,United Arab Emirates,ARE,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9923363439730771,1.07587239217888,1.1224470054107,,,,,,,,,,,,0.321413865338428,0.36378633951546996,0.3704505716599079,0.355723150336942,0.0577340241915802,0.0434947005242334,0.0664571906845352,0.059310281328605004,0.9649605010614399,,
9,Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83851314669697,5.00823654744009,5.5479221344113805,8.015138005556691,8.12643722809198,8.054357651723091,8.17178777492906,8.69008635554994,9.03052618638845,9.076124335591821,9.622603501889051,9.32489879390056,9.81895834666325,12.5187797002949,13.100779899438601,13.1031756459852,12.8788866954319,12.4482684483004,13.3178463574032,12.383041559415698,12.8530426903255,12.663627701231501,12.952841512741301,12.4529027558077,12.610966606719101,12.3365069418291,12.0972836411962,10.939623860490999,10.131246303103499,10.6493246735121,,
